,Rank,Nation,Gold,Silver,Bronze,Total,year,season,host_country
411,21,France,1,8,6,15,1964,Summer,Japan
412,22,Canada,1,2,1,4,1964,Summer,Japan
413,22,Switzerland,1,2,1,4,1964,Summer,Japan
414,24,Bahamas,1,0,0,1,1964,Summer,Japan
415,24,Ethiopia,1,0,0,1,1964,Summer,Japan
416,24,India,1,0,0,1,1964,Summer,Japan
417,27,South Korea,0,2,1,3,1964,Summer,Japan
418,28,Trinidad And Tobago,0,1,2,3,1964,Summer,Japan
419,29,Tunisia,0,1,1,2,1964,Summer,Japan
420,30,Argentina,0,1,0,1,1964,Summer,Japan
421,30,Cuba,0,1,0,1,1964,Summer,Japan
422,30,Pakistan,0,1,0,1,1964,Summer,Japan
423,30,Philippines,0,1,0,1,1964,Summer,Japan
424,34,Iran,0,0,2,2,1964,Summer,Japan
425,35,Brazil,0,0,1,1,1964,Summer,Japan
426,35,Ghana,0,0,1,1,1964,Summer,Japan
427,35,Ireland,0,0,1,1,1964,Summer,Japan
428,35,Kenya,0,0,1,1,1964,Summer,Japan
429,35,Mexico,0,0,1,1,1964,Summer,Japan
430,35,Nigeria,0,0,1,1,1964,Summer,Japan
431,35,Uruguay,0,0,1,1,1964,Summer,Japan
432,1,Norway,6,6,2,14,1968,Winter,France
433,2,Soviet Union,5,5,3,13,1968,Winter,France
434,3,France,4,3,2,9,1968,Winter,France
435,4,Italy,4,0,0,4,1968,Winter,France
436,5,Austria,3,4,4,11,1968,Winter,France
437,6,Netherlands,3,3,3,9,1968,Winter,France
438,7,Sweden,3,2,3,8,1968,Winter,France
439,8,West Germany,2,2,3,7,1968,Winter,France
440,9,United States,1,5,1,7,1968,Winter,France
441,10,East Germany,1,2,2,5,1968,Winter,France
442,10,Finland,1,2,2,5,1968,Winter,France
443,12,Czechoslovakia,1,2,1,4,1968,Winter,France
444,13,Canada,1,1,1,3,1968,Winter,France
445,14,Switzerland,0,2,4,6,1968,Winter,France
446,15,Romania,0,0,1,1,1968,Winter,France
447,1,United States,45,28,34,107,1968,Summer,Mexico
448,2,Soviet Union,29,32,30,91,1968,Summer,Mexico
449,3,Japan,11,7,7,25,1968,Summer,Mexico
450,4,Hungary,10,10,12,32,1968,Summer,Mexico
451,5,East Germany,9,9,7,25,1968,Summer,Mexico
452,6,France,7,3,5,15,1968,Summer,Mexico
453,7,Czechoslovakia,7,2,4,13,1968,Summer,Mexico
454,8,West Germany,5,11,10,26,1968,Summer,Mexico
455,9,Australia,5,7,5,17,1968,Summer,Mexico
456,10,Great Britain,5,5,3,13,1968,Summer,Mexico
457,11,Poland,5,2,11,18,1968,Summer,Mexico
458,12,Romania,4,6,5,15,1968,Summer,Mexico
459,13,Italy,3,4,9,16,1968,Summer,Mexico
460,14,Kenya,3,4,2,9,1968,Summer,Mexico
461,15,Mexico,3,3,3,9,1968,Summer,Mexico
462,16,Yugoslavia,3,3,2,8,1968,Summer,Mexico
463,17,Netherlands,3,3,1,7,1968,Summer,Mexico
464,18,Bulgaria,2,4,3,9,1968,Summer,Mexico
465,19,Iran,2,1,2,5,1968,Summer,Mexico
466,20,Sweden,2,1,1,4,1968,Summer,Mexico
467,21,Turkey,2,0,0,2,1968,Summer,Mexico
468,22,Denmark,1,4,3,8,1968,Summer,Mexico
469,23,Canada,1,3,1,5,1968,Summer,Mexico
470,24,Finland,1,2,1,4,1968,Summer,Mexico
471,25,Ethiopia,1,1,0,2,1968,Summer,Mexico
472,25,Norway,1,1,0,2,1968,Summer,Mexico
473,27,New Zealand,1,0,2,3,1968,Summer,Mexico
474,28,Tunisia,1,0,1,2,1968,Summer,Mexico
475,29,Pakistan,1,0,0,1,1968,Summer,Mexico
476,29,Venezuela,1,0,0,1,1968,Summer,Mexico
477,31,Cuba,0,4,0,4,1968,Summer,Mexico
478,32,Austria,0,2,2,4,1968,Summer,Mexico
479,33,Switzerland,0,1,4,5,1968,Summer,Mexico
480,34,Mongolia,0,1,3,4,1968,Summer,Mexico
481,35,Brazil,0,1,2,3,1968,Summer,Mexico
482,36,Belgium,0,1,1,2,1968,Summer,Mexico
483,36,South Korea,0,1,1,2,1968,Summer,Mexico
484,36,Uganda,0,1,1,2,1968,Summer,Mexico
485,39,Cameroon,0,1,0,1,1968,Summer,Mexico
486,39,Jamaica,0,1,0,1,1968,Summer,Mexico
487,41,Argentina,0,0,2,2,1968,Summer,Mexico
488,42,Greece,0,0,1,1,1968,Summer,Mexico
489,42,India,0,0,1,1,1968,Summer,Mexico
490,42,Taiwan,0,0,1,1,1968,Summer,Mexico
491,1,Soviet Union,8,5,3,16,1972,Winter,Japan
492,2,East Germany,4,3,7,14,1972,Winter,Japan
493,3,Switzerland,4,3,3,10,1972,Winter,Japan
494,4,Netherlands,4,3,2,9,1972,Winter,Japan
495,5,United States,3,2,3,8,1972,Winter,Japan
496,6,West Germany,3,1,1,5,1972,Winter,Japan
497,7,Norway,2,5,5,12,1972,Winter,Japan
498,8,Italy,2,2,1,5,1972,Winter,Japan
499,9,Austria,1,2,2,5,1972,Winter,Japan
500,10,Sweden,1,1,2,4,1972,Winter,Japan
501,11,Japan,1,1,1,3,1972,Winter,Japan
502,12,Czechoslovakia,1,0,2,3,1972,Winter,Japan
503,13,Poland,1,0,0,1,1972,Winter,Japan
504,13,Spain,1,0,0,1,1972,Winter,Japan
505,15,Finland,0,4,1,5,1972,Winter,Japan
506,16,France,0,1,2,3,1972,Winter,Japan
507,17,Canada,0,1,0,1,1972,Winter,Japan
508,1,Soviet Union,50,27,22,99,1972,Summer,Germany
509,2,United States,33,31,30,94,1972,Summer,Germany
510,3,East Germany,20,23,23,66,1972,Summer,Germany
511,4,West Germany,13,11,16,40,1972,Summer,Germany
512,5,Japan,13,8,8,29,1972,Summer,Germany
513,6,Australia,8,7,2,17,1972,Summer,Germany
514,7,Poland,7,5,9,21,1972,Summer,Germany
515,8,Hungary,6,13,16,35,1972,Summer,Germany
516,9,Bulgaria,6,10,5,21,1972,Summer,Germany
517,10,Italy,5,3,10,18,1972,Summer,Germany
518,11,Sweden,4,6,6,16,1972,Summer,Germany
519,12,Great Britain,4,5,9,18,1972,Summer,Germany
520,13,Romania,3,6,7,16,1972,Summer,Germany
521,14,Cuba,3,1,4,8,1972,Summer,Germany
522,14,Finland,3,1,4,8,1972,Summer,Germany
523,16,Netherlands,3,1,1,5,1972,Summer,Germany
524,17,France,2,4,7,13,1972,Summer,Germany
525,18,Czechoslovakia,2,4,2,8,1972,Summer,Germany
526,19,Kenya,2,3,4,9,1972,Summer,Germany
527,20,Yugoslavia,2,1,2,5,1972,Summer,Germany
528,21,Norway,2,1,1,4,1972,Summer,Germany
529,22,North Korea,1,1,3,5,1972,Summer,Germany
530,23,New Zealand,1,1,1,3,1972,Summer,Germany
531,24,Uganda,1,1,0,2,1972,Summer,Germany
532,25,Denmark,1,0,0,1,1972,Summer,Germany
533,26,Switzerland,0,3,0,3,1972,Summer,Germany
534,27,Canada,0,2,3,5,1972,Summer,Germany
535,28,Iran,0,2,1,3,1972,Summer,Germany
536,29,Belgium,0,2,0,2,1972,Summer,Germany
537,29,Greece,0,2,0,2,1972,Summer,Germany
538,31,Austria,0,1,2,3,1972,Summer,Germany
539,31,Colombia,0,1,2,3,1972,Summer,Germany
540,33,Argentina,0,1,0,1,1972,Summer,Germany
541,33,Lebanon,0,1,0,1,1972,Summer,Germany
542,33,Mexico,0,1,0,1,1972,Summer,Germany
543,33,Mongolia,0,1,0,1,1972,Summer,Germany
544,33,Pakistan,0,1,0,1,1972,Summer,Germany
545,33,South Korea,0,1,0,1,1972,Summer,Germany
546,33,Tunisia,0,1,0,1,1972,Summer,Germany
547,33,Turkey,0,1,0,1,1972,Summer,Germany
548,41,Brazil,0,0,2,2,1972,Summer,Germany
549,41,Ethiopia,0,0,2,2,1972,Summer,Germany
550,43,Ghana,0,0,1,1,1972,Summer,Germany
551,43,India,0,0,1,1,1972,Summer,Germany
552,43,Jamaica,0,0,1,1,1972,Summer,Germany
553,43,Niger,0,0,1,1,1972,Summer,Germany
554,43,Nigeria,0,0,1,1,1972,Summer,Germany
555,43,Spain,0,0,1,1,1972,Summer,Germany
556,1,Soviet Union,13,6,8,27,1976,Winter,Austria
557,2,East Germany,7,5,7,19,1976,Winter,Austria
558,3,United States,3,3,4,10,1976,Winter,Austria
559,4,Norway,3,3,1,7,1976,Winter,Austria
560,5,West Germany,2,5,3,10,1976,Winter,Austria
561,6,Finland,2,4,1,7,1976,Winter,Austria
562,7,Austria,2,2,2,6,1976,Winter,Austria
563,8,Switzerland,1,3,1,5,1976,Winter,Austria
564,9,Netherlands,1,2,3,6,1976,Winter,Austria
565,10,Italy,1,2,1,4,1976,Winter,Austria
566,11,Canada,1,1,1,3,1976,Winter,Austria
567,12,Great Britain,1,0,0,1,1976,Winter,Austria
568,13,Czechoslovakia,0,1,0,1,1976,Winter,Austria
569,14,Liechtenstein,0,0,2,2,1976,Winter,Austria
570,14,Sweden,0,0,2,2,1976,Winter,Austria
571,16,France,0,0,1,1,1976,Winter,Austria
572,1,Soviet Union,49,41,35,125,1976,Summer,Canada
573,2,East Germany,40,25,25,90,1976,Summer,Canada
574,3,United States,34,35,25,94,1976,Summer,Canada
575,4,West Germany,10,12,17,39,1976,Summer,Canada
576,5,Japan,9,6,10,25,1976,Summer,Canada
577,6,Poland,7,6,13,26,1976,Summer,Canada
578,7,Bulgaria,6,9,7,22,1976,Summer,Canada
579,8,Cuba,6,4,3,13,1976,Summer,Canada
580,9,Romania,4,9,14,27,1976,Summer,Canada
581,10,Hungary,4,5,13,22,1976,Summer,Canada
582,11,Finland,4,2,0,6,1976,Summer,Canada
583,12,Sweden,4,1,0,5,1976,Summer,Canada
584,13,Great Britain,3,5,5,13,1976,Summer,Canada
585,14,Italy,2,7,4,13,1976,Summer,Canada
586,15,France,2,3,4,9,1976,Summer,Canada
587,16,Yugoslavia,2,3,3,8,1976,Summer,Canada
588,17,Czechoslovakia,2,2,4,8,1976,Summer,Canada
589,18,New Zealand,2,1,1,4,1976,Summer,Canada
590,19,South Korea,1,1,4,6,1976,Summer,Canada
591,20,Switzerland,1,1,2,4,1976,Summer,Canada
592,21,Jamaica,1,1,0,2,1976,Summer,Canada
593,21,North Korea,1,1,0,2,1976,Summer,Canada
594,21,Norway,1,1,0,2,1976,Summer,Canada
595,24,Denmark,1,0,2,3,1976,Summer,Canada
596,25,Mexico,1,0,1,2,1976,Summer,Canada
597,26,Trinidad And Tobago,1,0,0,1,1976,Summer,Canada
598,27,Canada,0,5,6,11,1976,Summer,Canada
599,28,Belgium,0,3,3,6,1976,Summer,Canada
600,29,Netherlands,0,2,3,5,1976,Summer,Canada
601,30,Portugal,0,2,0,2,1976,Summer,Canada
602,30,Spain,0,2,0,2,1976,Summer,Canada
603,32,Australia,0,1,4,5,1976,Summer,Canada
604,33,Iran,0,1,1,2,1976,Summer,Canada
605,34,Mongolia,0,1,0,1,1976,Summer,Canada
606,34,Venezuela,0,1,0,1,1976,Summer,Canada
607,36,Brazil,0,0,2,2,1976,Summer,Canada
608,37,Austria,0,0,1,1,1976,Summer,Canada
609,37,Bermuda,0,0,1,1,1976,Summer,Canada
610,37,Pakistan,0,0,1,1,1976,Summer,Canada
611,37,Puerto Rico,0,0,1,1,1976,Summer,Canada
612,37,Thailand,0,0,1,1,1976,Summer,Canada
613,1,Soviet Union,10,6,6,22,1980,Winter,USA
614,2,East Germany,9,7,7,23,1980,Winter,USA
615,3,United States,6,4,2,12,1980,Winter,USA
616,4,Austria,3,2,2,7,1980,Winter,USA
617,5,Sweden,3,0,1,4,1980,Winter,USA
618,6,Liechtenstein,2,2,0,4,1980,Winter,USA
619,7,Finland,1,5,3,9,1980,Winter,USA
620,8,Norway,1,3,6,10,1980,Winter,USA
621,9,Netherlands,1,2,1,4,1980,Winter,USA
622,10,Switzerland,1,1,3,5,1980,Winter,USA
623,11,Great Britain,1,0,0,1,1980,Winter,USA
624,12,West Germany,0,2,3,5,1980,Winter,USA
625,13,Italy,0,2,0,2,1980,Winter,USA
626,14,Canada,0,1,1,2,1980,Winter,USA
627,15,Hungary,0,1,0,1,1980,Winter,USA
628,15,Japan,0,1,0,1,1980,Winter,USA
629,17,Bulgaria,0,0,1,1,1980,Winter,USA
630,17,Czechoslovakia,0,0,1,1,1980,Winter,USA
631,17,France,0,0,1,1,1980,Winter,USA
632,1,Soviet Union,80,69,46,195,1980,Summer,USSR
633,2,East Germany,47,37,42,126,1980,Summer,USSR
634,3,Bulgaria,8,16,17,41,1980,Summer,USSR
635,4,Cuba,8,7,5,20,1980,Summer,USSR
636,5,Italy,8,3,4,15,1980,Summer,USSR
637,6,Hungary,7,10,15,32,1980,Summer,USSR
638,7,Romania,6,6,13,25,1980,Summer,USSR
639,8,France,6,5,3,14,1980,Summer,USSR
640,9,Great Britain,5,7,9,21,1980,Summer,USSR
641,10,Poland,3,14,15,32,1980,Summer,USSR
642,11,Sweden,3,3,6,12,1980,Summer,USSR
643,12,Finland,3,1,4,8,1980,Summer,USSR
644,13,Czechoslovakia,2,3,9,14,1980,Summer,USSR
645,14,Yugoslavia,2,3,4,9,1980,Summer,USSR
646,15,Australia,2,2,5,9,1980,Summer,USSR
647,16,Denmark,2,1,2,5,1980,Summer,USSR
648,17,Brazil,2,0,2,4,1980,Summer,USSR
649,17,Ethiopia,2,0,2,4,1980,Summer,USSR
650,19,Switzerland,2,0,0,2,1980,Summer,USSR
651,20,Spain,1,3,2,6,1980,Summer,USSR
652,21,Austria,1,2,1,4,1980,Summer,USSR
653,22,Greece,1,0,2,3,1980,Summer,USSR
654,23,Belgium,1,0,0,1,1980,Summer,USSR
655,23,India,1,0,0,1,1980,Summer,USSR
656,23,Zimbabwe,1,0,0,1,1980,Summer,USSR
657,26,North Korea,0,3,2,5,1980,Summer,USSR
658,27,Mongolia,0,2,2,4,1980,Summer,USSR
659,28,Tanzania,0,2,0,2,1980,Summer,USSR
660,29,Mexico,0,1,3,4,1980,Summer,USSR
661,30,Netherlands,0,1,2,3,1980,Summer,USSR
662,31,Ireland,0,1,1,2,1980,Summer,USSR
663,32,Uganda,0,1,0,1,1980,Summer,USSR
664,32,Venezuela,0,1,0,1,1980,Summer,USSR
665,34,Jamaica,0,0,3,3,1980,Summer,USSR
666,35,Guyana,0,0,1,1,1980,Summer,USSR
667,35,Lebanon,0,0,1,1,1980,Summer,USSR
668,1,East Germany,9,9,6,24,1984,Winter,Yugoslavia
669,2,Soviet Union,6,10,9,25,1984,Winter,Yugoslavia
670,3,United States,4,4,0,8,1984,Winter,Yugoslavia
671,4,Finland,4,3,6,13,1984,Winter,Yugoslavia
672,5,Sweden,4,2,2,8,1984,Winter,Yugoslavia
673,6,Norway,3,2,4,9,1984,Winter,Yugoslavia
674,7,Switzerland,2,2,1,5,1984,Winter,Yugoslavia
675,8,Canada,2,1,1,4,1984,Winter,Yugoslavia
676,8,West Germany,2,1,1,4,1984,Winter,Yugoslavia
677,10,Italy,2,0,0,2,1984,Winter,Yugoslavia
678,11,Great Britain,1,0,0,1,1984,Winter,Yugoslavia
679,12,Czechoslovakia,0,2,4,6,1984,Winter,Yugoslavia
680,13,France,0,1,2,3,1984,Winter,Yugoslavia
681,14,Japan,0,1,0,1,1984,Winter,Yugoslavia
682,14,Yugoslavia,0,1,0,1,1984,Winter,Yugoslavia
683,16,Liechtenstein,0,0,2,2,1984,Winter,Yugoslavia
684,17,Austria,0,0,1,1,1984,Winter,Yugoslavia
685,1,United States,83,61,30,174,1984,Summer,USA
686,2,Romania,20,16,17,53,1984,Summer,USA
687,3,West Germany,17,19,23,59,1984,Summer,USA
688,4,China,15,8,9,32,1984,Summer,USA
689,5,Italy,14,6,12,32,1984,Summer,USA
690,6,Canada,10,18,16,44,1984,Summer,USA
691,7,Japan,10,8,14,32,1984,Summer,USA
692,8,New Zealand,8,1,2,11,1984,Summer,USA
693,9,Yugoslavia,7,4,7,18,1984,Summer,USA
694,10,South Korea,6,6,7,19,1984,Summer,USA
695,11,Great Britain,5,11,21,37,1984,Summer,USA
696,12,France,5,7,16,28,1984,Summer,USA
697,13,Netherlands,5,2,6,13,1984,Summer,USA
698,14,Australia,4,8,12,24,1984,Summer,USA
699,15,Finland,4,2,6,12,1984,Summer,USA
700,16,Sweden,2,11,6,19,1984,Summer,USA
701,17,Mexico,2,3,1,6,1984,Summer,USA
702,18,Morocco,2,0,0,2,1984,Summer,USA
703,19,Brazil,1,5,2,8,1984,Summer,USA
704,20,Spain,1,2,2,5,1984,Summer,USA
705,21,Belgium,1,1,2,4,1984,Summer,USA
706,22,Austria,1,1,1,3,1984,Summer,USA
707,23,Kenya,1,0,2,3,1984,Summer,USA
708,23,Portugal,1,0,2,3,1984,Summer,USA
709,25,Pakistan,1,0,0,1,1984,Summer,USA
710,26,Switzerland,0,4,4,8,1984,Summer,USA
711,27,Denmark,0,3,3,6,1984,Summer,USA
712,28,Jamaica,0,1,2,3,1984,Summer,USA
713,28,Norway,0,1,2,3,1984,Summer,USA
714,30,Greece,0,1,1,2,1984,Summer,USA
715,30,Nigeria,0,1,1,2,1984,Summer,USA
716,30,Puerto Rico,0,1,1,2,1984,Summer,USA
717,33,Colombia,0,1,0,1,1984,Summer,USA
718,33,Egypt,0,1,0,1,1984,Summer,USA
719,33,Ireland,0,1,0,1,1984,Summer,USA
720,33,Ivory Coast,0,1,0,1,1984,Summer,USA
721,33,Peru,0,1,0,1,1984,Summer,USA
722,33,Syria,0,1,0,1,1984,Summer,USA
723,33,Thailand,0,1,0,1,1984,Summer,USA
724,40,Turkey,0,0,3,3,1984,Summer,USA
725,40,Venezuela,0,0,3,3,1984,Summer,USA
726,42,Algeria,0,0,2,2,1984,Summer,USA
727,43,Cameroon,0,0,1,1,1984,Summer,USA
728,43,Chinese Taipei,0,0,1,1,1984,Summer,USA
729,43,Dominican Republic,0,0,1,1,1984,Summer,USA
730,43,Iceland,0,0,1,1,1984,Summer,USA
731,43,Zambia,0,0,1,1,1984,Summer,USA
732,1,Soviet Union,11,9,9,29,1988,Winter,Canada
733,2,East Germany,9,10,6,25,1988,Winter,Canada
734,3,Switzerland,5,5,5,15,1988,Winter,Canada
735,4,Finland,4,1,2,7,1988,Winter,Canada
736,5,Sweden,4,0,2,6,1988,Winter,Canada
737,6,Austria,3,5,2,10,1988,Winter,Canada
738,7,Netherlands,3,2,2,7,1988,Winter,Canada
739,8,West Germany,2,4,2,8,1988,Winter,Canada
740,9,United States,2,1,3,6,1988,Winter,Canada
741,10,Italy,2,1,2,5,1988,Winter,Canada
742,11,France,1,0,1,2,1988,Winter,Canada
743,12,Norway,0,3,2,5,1988,Winter,Canada
744,13,Canada,0,2,3,5,1988,Winter,Canada
745,14,Yugoslavia,0,2,1,3,1988,Winter,Canada
746,15,Czechoslovakia,0,1,2,3,1988,Winter,Canada
747,16,Japan,0,0,1,1,1988,Winter,Canada
748,16,Liechtenstein,0,0,1,1,1988,Winter,Canada
749,1,Soviet Union,55,31,46,132,1988,Summer,South Korea
750,2,East Germany,37,35,30,102,1988,Summer,South Korea
751,3,United States,36,31,27,94,1988,Summer,South Korea
752,4,South Korea,12,10,11,33,1988,Summer,South Korea
753,5,West Germany,11,14,15,40,1988,Summer,South Korea
754,6,Hungary,11,6,6,23,1988,Summer,South Korea
755,7,Bulgaria,10,12,13,35,1988,Summer,South Korea
756,8,Romania,7,11,6,24,1988,Summer,South Korea
757,9,France,6,4,6,16,1988,Summer,South Korea
758,10,Italy,6,4,4,14,1988,Summer,South Korea
759,11,China,5,11,12,28,1988,Summer,South Korea
760,12,Great Britain,5,10,9,24,1988,Summer,South Korea
761,13,Kenya,5,2,2,9,1988,Summer,South Korea
762,14,Japan,4,3,7,14,1988,Summer,South Korea
763,15,Australia,3,6,5,14,1988,Summer,South Korea
764,16,Yugoslavia,3,4,5,12,1988,Summer,South Korea
765,17,Czechoslovakia,3,3,2,8,1988,Summer,South Korea
766,18,New Zealand,3,2,8,13,1988,Summer,South Korea
767,19,Canada,3,2,5,10,1988,Summer,South Korea
768,20,Poland,2,5,9,16,1988,Summer,South Korea
769,21,Norway,2,3,0,5,1988,Summer,South Korea
770,22,Netherlands,2,2,5,9,1988,Summer,South Korea
771,23,Denmark,2,1,1,4,1988,Summer,South Korea
772,24,Brazil,1,2,3,6,1988,Summer,South Korea
773,25,Finland,1,1,2,4,1988,Summer,South Korea
774,25,Spain,1,1,2,4,1988,Summer,South Korea
775,27,Turkey,1,1,0,2,1988,Summer,South Korea
776,28,Morocco,1,0,2,3,1988,Summer,South Korea
777,29,Austria,1,0,0,1,1988,Summer,South Korea
778,29,Portugal,1,0,0,1,1988,Summer,South Korea
779,29,Suriname,1,0,0,1,1988,Summer,South Korea
780,32,Sweden,0,4,7,11,1988,Summer,South Korea
781,33,Switzerland,0,2,2,4,1988,Summer,South Korea
782,34,Jamaica,0,2,0,2,1988,Summer,South Korea
783,35,Argentina,0,1,1,2,1988,Summer,South Korea
784,36,Chile,0,1,0,1,1988,Summer,South Korea
785,36,Costa Rica,0,1,0,1,1988,Summer,South Korea
786,36,Indonesia,0,1,0,1,1988,Summer,South Korea
787,36,Iran,0,1,0,1,1988,Summer,South Korea
788,36,Netherlands Antilles,0,1,0,1,1988,Summer,South Korea
789,36,Peru,0,1,0,1,1988,Summer,South Korea
790,36,Senegal,0,1,0,1,1988,Summer,South Korea
791,36,Virgin Islands,0,1,0,1,1988,Summer,South Korea
792,44,Belgium,0,0,2,2,1988,Summer,South Korea
793,44,Mexico,0,0,2,2,1988,Summer,South Korea
794,46,Colombia,0,0,1,1,1988,Summer,South Korea
795,46,Djibouti,0,0,1,1,1988,Summer,South Korea
796,46,Greece,0,0,1,1,1988,Summer,South Korea
797,46,Mongolia,0,0,1,1,1988,Summer,South Korea
798,46,Pakistan,0,0,1,1,1988,Summer,South Korea
799,46,Philippines,0,0,1,1,1988,Summer,South Korea
800,46,Thailand,0,0,1,1,1988,Summer,South Korea
801,1,Germany,10,10,6,26,1992,Winter,France
802,2,Unified Team,9,6,8,23,1992,Winter,France
803,3,Norway,9,6,5,20,1992,Winter,France
804,4,Austria,6,7,8,21,1992,Winter,France
805,5,United States,5,4,2,11,1992,Winter,France
806,6,Italy,4,6,4,14,1992,Winter,France
807,7,France,3,5,1,9,1992,Winter,France
808,8,Finland,3,1,3,7,1992,Winter,France
809,9,Canada,2,3,2,7,1992,Winter,France
810,10,South Korea,2,1,1,4,1992,Winter,France
811,11,Japan,1,2,4,7,1992,Winter,France
812,12,Netherlands,1,1,2,4,1992,Winter,France
813,13,Sweden,1,0,3,4,1992,Winter,France
814,14,Switzerland,1,0,2,3,1992,Winter,France
815,15,China,0,3,0,3,1992,Winter,France
816,16,Luxembourg,0,2,0,2,1992,Winter,France
817,17,New Zealand,0,1,0,1,1992,Winter,France
818,18,Czechoslovakia,0,0,3,3,1992,Winter,France
819,19,North Korea,0,0,1,1,1992,Winter,France
820,19,Spain,0,0,1,1,1992,Winter,France
821,1,Unified Team,45,38,29,112,1992,Summer,Spain
822,2,United States,37,34,37,108,1992,Summer,Spain
823,3,Germany,33,21,28,82,1992,Summer,Spain
824,4,China,16,22,16,54,1992,Summer,Spain
